ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
2116742312;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742313;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742314;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742315;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742316;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742317;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742318;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742319;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742320;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742321;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742322;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742323;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742324;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742325;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742326;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742327;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742328;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742329;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742330;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742331;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742332;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08a_final_mirror.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742333;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08a_final_mirror.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742334;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08a_final_mirror.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742335;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742336;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742337;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742338;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742339;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742340;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742341;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742342;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742343;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742344;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742345;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08b_final_ciri.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742346;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742347;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742348;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742349;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742350;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742351;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742352;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742353;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742354;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742355;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742356;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742357;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742358;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742359;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742360;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742361;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742362;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742363;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08c_final_triss.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742364;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part1.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742365;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part1.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742366;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part1.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742367;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part2.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742368;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08e_sex_yen_part2.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742369;"CStoryScene ""dlc\dlcsted\data\scenes\sted_fake_gp_scene.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742370;"CStoryScene ""dlc\dlcsted\data\scenes\sted_fake_gp_scene.w2scene""";Line text;????_STED_2116732411;;;;;;;;;;;;;;;;;;
2116742371;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742372;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742373;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742374;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742375;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742376;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742377;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742378;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742379;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742380;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742381;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742382;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742383;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742384;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742385;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742386;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742387;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742388;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742389;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742390;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742391;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742392;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742393;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742394;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742395;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742396;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742397;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742398;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742399;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742400;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742401;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742402;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742403;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742404;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742405;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742406;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742407;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742408;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742409;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742410;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742411;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742412;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742413;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742414;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742415;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742416;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742417;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742418;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742419;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742420;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742421;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742422;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742423;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_margarita.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742424;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742425;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742426;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742427;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742428;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742429;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742430;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742431;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742432;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742433;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742434;"CStoryScene ""dlc\dlcsted\data\scenes\sted_gp_oneliners_yen.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742435;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742436;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742437;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742438;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742439;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742440;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742441;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742442;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742443;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742444;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742445;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742446;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742447;"CStoryScene ""dlc\dlcsted\data\scenes\sted_parameters.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742448;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01b_exchange_on_the_road.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742449;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01b_exchange_on_the_road.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742450;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01b_exchange_on_the_road.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742451;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01b_exchange_on_the_road.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742452;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01c_dandelion_shows_wyzima.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742453;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01c_dandelion_shows_wyzima.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742454;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742455;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742456;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742457;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742458;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742459;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742460;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742461;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742462;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742463;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742464;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742465;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742466;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742467;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742468;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742469;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742470;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742471;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742472;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742473;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742474;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742475;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742476;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742477;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742478;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742479;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742480;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742481;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742482;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742483;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742484;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742485;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742486;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742487;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742488;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742489;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742490;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742491;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742492;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742493;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742494;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742495;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01d_at_the_grave.w2scene""";Choice line comment;;;;;;;;;;;;;;;;;;;
2116742496;"CStoryScene ""dlc\dlcsted\data\scenes\sted_01e_dandelion_call_geralt.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742497;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742498;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742499;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742500;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
2116742501;"CStoryScene ""dlc\dlcsted\data\scenes\sted_03e_ask_triss.w2scene""";Line comment;;;;;;;;;;;;;;;;;;;
